id,sex,age,age_group,marital,child,educ,source,smoke,smokenum,op1,Rop2,op3,Rop4,op5,Rop6,Rmast1,mast2,Rmast3,Rmast4,mast5,Rmast6,Rmast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,Rpss4,Rpss5,pss6,Rpss7,Rpss8,pss9,pss10,sest1,sest2,Rsest3,sest4,Rsest5,sest6,Rsest7,sest8,Rsest9,Rsest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,Rpc1,Rpc2,pc3,pc4,pc5,pc6,Rpc7,pc8,pc9,pc10,Rpc11,pc12,pc13,pc14,Rpc15,Rpc16,pc17,pc18,Moptim,Mmast,Mpcoiss,Mslfest,Mposaff,Mnegaff,Mpstress,Mlifesat
31,1,27,0,4,1,2,4,0,0,3,3,5,4,2,1,3,4,4,4,4,1,1,5,5,4,3,1,5,4,5,5,2,4,4,5,4,4,1,3,5,4,1,6,7,5,7,4,3,2,4,2,3,4,2,3,4,4,4,4,4,4,4,2,1,2,2,2,1,1,1,1,1,0,1,1,0,0,4,4,2,2,3,2,2,5,5,4,5,4,3,3,4,3,3,3,3,3,3.38888888888889,2.9,4.3,3.1,3.1,5.8
233,1,21,0,1,0,3,1,0,0,3,3,4,4,4,3,4,2,2,2,2,4,3,4,4,2,5,1,5,5,4,4,3,1,4,3,2,5,4,5,5,5,3,4,5,5,5,4,2,4,4,3,3,2,2,3,3,2,3,4,4,3,4,4,4,4,2,3,1,1,1, ,0,0,0,1,0,0,5,2,4,4,3,4,3,4,3,4,2,4,3,3,2,3,4,4,3.5,2.71428571428571,3.38888888888889,3.5,4.5,2.9,2.8,4.6
159,1,65,2,7,0,2,7,0,0,5,5,5,5,5,5,4,4,4,4,4,4,4,5,1,1,5,1,5,5,2,5,2,2,5,5,1,4,1,4,4,1,1,6,6,6,6,6,3,2,3,4,3,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,3,4,5,5,3,3,5,3,5,5,3,5,5,4,4.38888888888889,4,4.7,1.3,2.7,6
139,1,32,1,4,0,4, ,0, ,3,3,4,4,4,5,4,4,4,4,4,3,3,4,2,1,1,1,3,4,1,4,1,3,1,1,1,1,1,1,1,1,1,4,4,4,3,2,2,2,2,2,3,2,3,3,2,2,4,4,4,2,4,4,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,5,3,2,2,5,4,4,4,3,3,4,3,4,4,4,4,3.83333333333333,3.71428571428571,3.38888888888889,3.4,2.1,1.3,2.3,3.4
20,1,42,1,4,1,4,8,0,0,4,2,3,3,3,3,2,4,3,3,2,3,3,2,3,1,1,1,1,2,2,2,1,3,2,3,1,1,1,2,3,1,1,3,4,4,1,2,2,3,2,2,4,3,3,3,2,2,4,4,4,3,1,4,4,3,3,4,0,1,1,0,1,0,1,0,0,0,5,2,3,3,5,1,4,3,5,5,4,1,4,1,2,2,1,1,3,2.85714285714286,2.88888888888889,3.4,1.9,1.5,2.6,2.8
533,0,38,1,1,0,5,7,0,0,4,2,5,3,4,1,1,4,3,3,4,3,1,5,1,1,4,4,5,5,2,5,5,4,5,5,1,5,1,5,5,2,2,5,4,3,4,2,3,2,3,1,2,3,3,2,3,3,4,4,3,3,4,4,1,3,1,1,1,1,1,0,0,1,0,0,0,0,5,3,5,5,4,5,4,5,5,5,2,5,1,5,4,4,5,5,3.16666666666667,2.71428571428571,4.27777777777778,2.8,4.9,2.3,2.5,3.6
236,1,26,0,1,0,4, ,0,0,2,5,4,2,4,2,2,3,4,3,3,3,2,2,2,1,2,1,3,4,1,3,1,2,1,2,1,1,1,3,1,1,1,5,5,4,4,2,3,2,3,2,3,3,3,3,4,3,4,4,3,4,4,4,4,4,3,4,1,1,1,1,1,0,1,0,0,0,4,2,5,1,5,3,4,5,4,5,1,2,1,2,1,1,1,1,3.16666666666667,2.85714285714286,2.66666666666667,3.8,2.2,1.2,2.9,4
154,1,52,2,5,1,4,9,0,0,4,5,4,5,5,5,2,3,2,2,3,3,4,4,1,2,4,1,5,5,1,4,1,1,5,4,2,4,1,5,4,2,1,7,7,7,7,6,2,5,3,1,2,4,4,2,2,4,4,4,4,3,4,4,4,4,4,4,1,1,1,0,1,0,0,1,0,1,4,2,4,4,5,5,4,3,4,3,3,3,3,3,4,4,4,4,4.66666666666667,2.71428571428571,3.66666666666667,3.9,4.4,1.3,2.9,6.8
477,1,36,1,2,0,3,1,0, ,3,2,2,2,3,3,2,2,3,3,3,2,2,2,4,3,2,1,2,1,4,2,3,3,2,2,2,2,2,2,3,5,5,5,5,5,4,2,4,5,5,4,4,3,4,3,3,4,3,3,3,3,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,0,1,2,3,2,2,2,2,2,3,4,1,2,2,2,1,4,2,2,2.5,2.42857142857143,2.16666666666667,2.8,2,3.2,3.9,4.2
495,1,60,2,4,1,6,5,0, ,5,2,4,5,5,5,1,2,1,1,2,1,2,4,5,4,2,1,3,3,4,2,3,4,3,4,4,3,3,3,5,4,4,6,3,6,6,2,5,4,4,2,3,4,3,3,4,4,3,3,3,3,4,3,2,3,2,2,1,1,1,0,1,1,1,0,0,0,2,4,3,2,4,4,1,2,2,2,4,3,1,1,2,1,2,3,4.33333333333333,1.42857142857143,2.38888888888889,2.8,3.2,3.6,3.6,4.6
344,1,33,1,4,1,2,4,0,0,1,1,1,1,5,1,1,2,1,1,4,1,1,3,5,5,1,1,1,5,5,1,1,5,5,1,1,4,5,5,1,5,1,1,2,2,3,1,3,5,5,4,5,2,5,5,1,5,1,2,1,3,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,4,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1.66666666666667,1.57142857142857,1.33333333333333,1.4,2.7,3.4,4,1.8
132,0,54,2,4,0,2, ,0, ,3,3,3,4,3,4,2,2,2,3,2,2,3,4,3,4,4,2,3,5,2,3,4,4,3,3,4,5,3,4,3,4,3,5,6,3,3,2,3,3,3,3,3,2,3,3,4,2,4,4,2,3,2,3,3,3,3,4,0,1,1,1,0,0,1,0,1,0,3,3,3,3,2,3,2,3,4,4,4,4,2,4,4,3,4,4,3.33333333333333,2.28571428571429,3.27777777777778,3.1,3.7,3.3,2.9,3.8
119,1,68,2,7,0,3,5,0,0,5,5,5,5,5,5,4,4,4,4,4,4,4,4,1,1,3,1,5,5,1,3,1,1,5,5,1,2,1,3,5,1,1,7,7,7,7,7,3,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,0,1,0,1,5,5,5,5,5,5,3,3,4,4,4,5,5,5,5,5,5,5,5,4,4.61111111111111,4,4,1,1.3,7
340,1,66,2,4,0,2,6,0,0,5,3,4,5,4,5,2,3,1,1,4,2,2,5,2,1,4,1,3,3,1,4,1,2,3,3,2,4,1,4,4,3,1,6,6,7,7,6,4,3,3,3,4,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1,0,1,1,1,0,5,5,4,4,4,3,5,5,5,5,5,5,3,3,3,4,2,4,4.33333333333333,2.14285714285714,4.11111111111111,3.9,3.7,1.5,3.3,6.4
258,1,24,0,3,0,5,7,1,210,5,5,4,5,4,5,3,4,4,4,4,4,4,4,1,1,4,1,5,5,1,4,1,1,3,4,1,2,1,3,4,1,1,4,6,6,7,2,2,1,4,3,2,5,2,4,2,4,4,4,4,4,4,4,4,4,4,4,0,1,1,1,0,0,0,0,0,1,4,2,4,4,4,2,2,2,4,4,4,2,4,2,4,3,1,4,4.66666666666667,3.85714285714286,3.11111111111111,4,3.8,1,2.9,5
439,1,38,1,1,0,6,1,0,0,3,5,4,5,5,5,4,4,4,4,4,3,4,5,2,2,3,1,5,4,1,4,1,2,1,4,2,5,2,5,4,2,1,4,5,6,5,4,2,1,2,1,1,2,1,1,3,1,4,4,4,3,4,4,4,3,3,4,1,1,0,1,1,0,0,1,0,0,4,3,4,3,4,4,3,2,4,4,4,3,4,3,4,4,3,4,4.5,3.85714285714286,3.55555555555556,3.7,4,1.6,1.5,4.8
22,1,57,2,4,0,4,8,0,0,3,4,5,4,4,4,3,4,3,3,4,1,1,5,1,1,3,1,3,5,1,3,1,1,3,4,1,3,1,3,5,1,1,5,6,4,4,4,3,3,2,2,3,4,3,3,3,3,4,4,3,4,2,4,2,2,1,1,1,1,1,1,0,0,0,0,0,0,4,3,5,5,4,3,3,3,3,4,4,3,4,3,2,5,3,5,4,2.71428571428571,3.66666666666667,2.7,3.7,1,2.9,4.6
458,0,50,1,6,1,6,2,0,0,3,5,2,3,3,2,3,3,3,3,1,2,3,1,5,3,1,1,3,4,5,3,1,2,1,3,4,2,3,2,3,4,4,2,2,2,2,2,1,4,4,2,3,5,2,4,2,4,4,4,2,4,4,3,2,3,3,3,1,1,1,0,0,0,1,1,0,0,4,3,4,2,3,4,2,2,4,2,3,4,4,4,3,4,4,4,3,2.57142857142857,3.33333333333333,3.2,2.3,3.2,3.1,2
541,0,50,1,4,1,6,1,0,0,3,4,3,4,4,4,4,2,1,4,3,2,3,2,4,3,2,2,3,1,4,1,1,2,1,3,4,3,2,2,1,3,2,3,4,1,3,3,3,3,5,2,2,4,2,3,2,4,2,4,3,2,4,1,1,2,2,2,1,1,1,1,1,0,0,1,1,1,4,2,4,2,4,3,2,4,5,3,3,3,2,2,3,4,3,4,3.66666666666667,2.71428571428571,3.16666666666667,2.3,1.9,2.7,3,2.8
370,1,24,0,1,0,4,7,1,150,1,4,4,2,3,3,3,3,2,4,4,3,1,3,1,1,2,2,3,3,2,3,1,2,2,1,1,3,1,2,3,1,1,2,2,3,5,7,3,4,3,3,3,2,3,3,4,3,3,2,3,3,3,2,1,2,1,3,1,1,1,0,1,1,0,1,1,1,3,4,5,4,2,2,2,3,4,4,4,2,1,2,3,3,2,2,2.83333333333333,2.85714285714286,2.88888888888889,2.3,2.5,1.3,3.1,3.8
362,1,46,1,4,1,2,8,0,0,3,2,5,4,4,2,4,3,2,3,4,3,4,5,5,4,3,2,3,4,4,4,3,3,1,2,3,2,1,3,3,3,1,6,6,6,6,6,4,3,3,2,2,4,2,2,2,1,4,4,4,3,4,4,4,4,4,4,1,1,1,1,0,0,1,1,1,1,3,4,3,3,4,4,1,2,5,5,4,4,4,2,4,4,3,3,3.33333333333333,3.28571428571429,3.44444444444444,3.9,3,2.9,2.5,6
180,1,70,2,4,0,2,2,0,0,5,5,5,5,5,5,2,3,3,1,4,1,1,4,5,1,4,1,2,5,5,4,1,1,3,4,1,1,1,2,3,4,4,2,2,2,2,2,5,5,4,2,3,5,2,3,5,4,4,4,1,3,1,4,1,4,2,3,1,1,1,1,1,1,1,1,0,0,5,5,4,5,5,3,1,3,4,4,1,5,2,4,2,4,2,4,5,2.14285714285714,3.5,2.7,3.2,2.4,3.8,2
345,1,30,0,4,1,2,5,0,0,2,2,5,2,4,3,1,3,1,4,4,2,4,3,1,4,4,1,2,4,1,3,1,2,1,1,3,4,1,1,3,3,1,5,6,7,7,2,1,1,4,2,2,2,2,2,2,2,4,4,4,4,4,3,1,3,4,4,1,1,1,0,1,1,1,1,0,0,1,2,4,2,4,1,5,3,5,5,1,4,1,2,1,1,1,1,3,2.71428571428571,2.44444444444444,3.5,2.6,1.8,2,5.4
229,1,21,0,1,0,3,1,0,0,4,3,3,4,4,3,3,3,2,3,2,2,3,3,4,4,1,2,4,3,4,2,2,4,3,3,4,4,4,3,3,4,3,3,6,5,5,5,3,3,5,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,2,2,1,1,0,0,0,0,0,1,0,1,4,2,2,2,2,3,2,2,3,3,3,2,2,3,4,4,3,4,3.5,2.57142857142857,2.77777777777778,3.1,2.9,3.5,3.6,4.8
507,1,46,1,3,0,4,1,0,0,1,1,1,2,2,1,1,2,1,1,2,1,1,3,3,2,4,1,3,4,3,1,4,4,2,2,2,3,4,2,3,2,1,3,3,3,5,3,3,4,4,4,3,5,4,4,4,4,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1.33333333333333,1.28571428571429,1.27777777777778,2.1,2.7,2.6,3.9,3.4
546,0,58,2,4,1,6,8,0,0,4,5,4,5,4,5,3,4,4,4,4,4,4,3,1,1,5,1,4,4,1,4,1,1,4,4,1,4,1,4,4,1,1,7,7,7,7,7,1,1,1,4,2,1,1,1,1,1,4,4,4,4,4,4,4,4,3,1,1,1,1,0,1,0,0,1,0,1,5,5,5,5,5,3,4,5,5,5,5,4,4,2,2,2,2,4,4.5,3.85714285714286,4,3.6,4,1,1.4,7
133,1,23,0,1,0,4,1,0, ,3,4,5,3,4,4,3,4,2,3,3,2,2,4,4,4,4,1,4,3,4,4,1,3,4,3,4,4,1,4,3,4,4,3,4,5,6,4,3,2,4,2,2,2,3,3,3,2,3,4,4,3,4,3,4,3,3,3,0,1,1,1,0,0,1,0,0,0,2,2,3,3,3,3,3,4,4,2,3,4,2,3,3,4,3,4,3.83333333333333,2.71428571428571,3.05555555555556,3.4,3.7,3,2.6,4.4
263,0,49,1,4,0,6,1,0,0,3,2,3,2,3,3,3,3,1,3,3,3,2,4,4,3,2,2,4,4,3,3,4,4,2,3,3,3,3,3,3,4,4,2,2,2,2,1,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,2,3,1,3,1,1,0,0,0,0,0,0,0,0,2,2,2,2,3,3,2,2,2,2,2,3,2,2,4,4,2,3,2.66666666666667,2.57142857142857,2.44444444444444,2.9,3.1,3.4,3.2,1.8
530,1,25,0,1,0,5,9,1,10,4,4,4,5,3,3,3,3,3,3,3,4,4,4,1,1,3,2,2,4,3,4,2,2,3,4,1,4,2,4,4,3,3,6,6,6,6,6,3,2,3,1,1,3,1,1,1,2,4,4,4,4,4,4,4,4,3,4,0,1,1,0,0,0,0,1,0,1,5,5,5,5,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3.83333333333333,3.28571428571429,4.11111111111111,3.9,3.6,2,1.8,6
109,0,33,1,1,0,4,7,1,200,4,5,4,4,5,4,3,3,2,2,3,4,3,4,1,2,3,1,4,3,1,4,1,3,3,3,1,4,2,3,3,1,1,5,5,5,5,5,1,1,2,1,2,2,1,2,2,2,4,4,4,4,4,3,4,3,4,4,1,0,1,1,0,1,0,0,0,0,5,4,5,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4.33333333333333,2.85714285714286,3.94444444444444,3.8,3.4,1.4,1.6,5
337,0,32,1,4,1,4,2,0,0,3,3,3,3,3,3,2,3,3,3,3,3,3,4,2,1,4,1,4,4,1,1,1,2,3,3,1,1,1,2,2,1,1,6,6,6,6,6,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,0,1,1,1,0,1,4,4,3,3,3,3,2,2,1,3,5,3,2,2,3,3,3,3,3,2.85714285714286,2.88888888888889,3,2.8,1.2,3,6
509,0,42,1,4,1,2,7,0,0,4,2,4,5,4,5,4,3,4,4,3,4,4,4,1,1,3,1,3,3,1,3,1,1,2,4,1,3,1,2,4,1,1,5,5,5,6,5,1,2,2,2,2,1,2,2,2,1,3,4,4,4,4,4,4,3,3,3,1,1,1,0,1,0,1,1,0,0,1,3,5,4,5,4,5,4,4,4,5,4,5,3,5,5,4,4,4,3.71428571428571,4.11111111111111,3.6,3.1,1,1.7,5.2
235,0,26,0,1,0,3,1,0,0,4,3,5,2,4,3,2,4,4,3,4,4,3,4,3,2,4,1,5,4,2,4,2,3,5,3,1,5,1,4,4,3,2,2,2,2,2,4,2,5,4,2,3,2,2,3,5,4,4,4,4,4,4,4,3,4,3,4,1,1,1,1,0,1,1,1,0,0,4,3,5,5,5,3,2,4,4,4,4,2,4,3,3,3,2,4,3.5,3.42857142857143,3.55555555555556,3.8,4.2,2,3.2,2.4
498,1,25,0,2,0,6,6,1,7,4,5,3,5,5,4,4,3,4,4,4,2,3,4,4,4,4,4,3,2,4,3,3,3,2,2,3,2,2,3,2,3,1,4,6,5,6,7,3,4,4,3,2,2,3,3,4,1,4,4,4,4,4,3,1,4,3,3,1,1,1,0,0,0,0,1,0,0,5,4,1,3,4,5,2,2,4,3,5,5,5,4,4,4,3,5,4.33333333333333,3.42857142857143,3.77777777777778,3.4,2.7,3.1,2.9,5.6
304,1,36,1,4,1,3,4,0,0,3,3,4,3,5,5,3,4,3,1,4,1,4,5,2,1,4,1,5,5,2,5,3,2,4,4,1,4,2,5,4,1,1,6,6,6,6,4,3,2,4,2,2,3,3,3,4,2,4,4,4,4,4,4,4,4,3,4,1,1,1,1,0,0,1,1,0,0,1,3,3,4,4,3,5,3,4,4,2,4,2,3,1,1,1,1,3.83333333333333,2.85714285714286,2.72222222222222,3.9,4.5,1.6,2.8,5.6
437,0,24,0,1,0,5,1,0,0,4,4,4,4,4,4,3,4,2,3,4,3,3,4,2,1,4,1,3,4,1,4,1,2,3,4,1,4,1,4,3,2,2,5,6,5,4,3,4,4,3,2,2,3,3,3,3,4,4,4,2,2,2,2,4,2,2,3,1,1,1,0,0,0,0,0,0,0,2,3,3,3,4,5,1,3,3,4,1,4,3,4,4,4,4,5,4,3.14285714285714,3.33333333333333,2.7,3.7,1.4,3.1,4.6
403,1,56,2,4,0,4, ,0, ,5,5,5,5,5,2,4,4,4,4,4,4,4,4,1,1,3,1,4,4,1,5,1,1,3,4,1,2,1,4,5,1,1,6,7,7,7,6,1,1,2,4,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,0,1,1,1,1,0,1,5,5,5,4,5,4,5,4,5,5,5,5,5,4,5,5,5,5,4.5,4,4.77777777777778,4,3.8,1,1.5,6.6
311,0,40,1,4,1,2,8,0,0,4,4,4,4,4,4,3,4,4,3,4,3,3,2,4,3,2,1,3,2,3,3,4,4,2,2,3,2,3,2,2,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,4,4,3,4,3,3,1,4,2,3,3,3,1,1,1,1,0,0,0,0,1,0,3,3,4,4,4,2,2,2,3,3,2,3,3,3,3,3,3,3,4,3.42857142857143,2.94444444444444,2.9,2.2,3.1,3.4,3.2
499,0,36,1,1,0,5,9,0, ,3,5,5,3,5,5,4,4,4,4,1,4,3,4,2,1,4,1,5,4,2,3,1,2,4,4,1,2,1,3,5,2,2,3,3,6,2,2,3,1,2,1,1,3,1,1,2,1,4,4,4,4,4,4,4,4,4,4,1,1,1,0,1,0,0,1,1,0,5,4,5,1,5,5,5,5,5,2,1,5,4,1,2,5,5,5,4.33333333333333,3.42857142857143,3.88888888888889,4,3.8,1.5,1.6,3.2
103,1,23,0,3,0,5,1,1,4,2,5,4,5,4,3,2,3,4,3,4,2,3,5,3,2,3,3,3,3,3,3,2,4,4,3,2,4,2,4,3,1,1,5,6,6,7,7,4,3,4,3,3,5,3,4,3,4,4,4,4,4,3,3,3,3,1,1,0,1,1,1,0,0,0,0,0,0,2,2,3,4,3,3,4,3,3,2,2,2,2,2,4,4,3,2,3.83333333333333,3,2.77777777777778,3,3.5,2.3,3.6,6.2
14,0,26,0,4,0,5,1,1,5,3,3,4,5,5,3,3,4,4,4,4,4,4,4,1,1,4,1,4,5,1,4,1,1,5,4,1,3,1,3,3,1,1,7,7,7,7,6,1,1,3,1,1,1,2,1,2,2,4,4,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,5,3,1,5,5,5,5,2,5,5,5,5,3.83333333333333,3.85714285714286,4.27777777777778,3.9,3.9,1,1.5,6.8
316,1,60,2,4,1,4,8,0,0,3,5,3,5,5,5,4,4,1,3,4,4,4,5,1,3,5,1,3,5,2,5,1,1,5,5,3,5,2,5,5,2,1,6,6,6,6,3,2,3,3,2,2,4,2,2,2,1,4,4,4,3,4,4,3,3,2,4,1,1,1,1,1,1,1,1,0,1,2,4,5,4,3,4,3,3,5,4,5,5,4,4,5,5,5,5,4.33333333333333,3.42857142857143,4.16666666666667,3.5,4.8,1.7,2.3,5.4
28,0,27,0,2,0,3,1,0,0,3,3,3,3,4,4,3,2,4,3,4,3,3,3,3,5,3,2,4,4,3,3,3,3,3,3,5,3,2,3,3,4,3,3,4,3,6,4,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,1,1,1,1,0,1,1,1,1,0,3,3,3,3,2,1,2,2,3,3,4,2,2,2,3,3,2,2,3.33333333333333,3.14285714285714,2.5,2.5,3.2,3.3,3.2,4
209,0,70,2,4,0,6,1,0, ,3,3,5,5,5,4,3,3,3,3,3,4,4,5,1,1,3,1,2,5,1,3,1,1,2,2,1,1,1,3,3,1,1,7,7,7,7,4,1,2,2,2,3,1,1,2,3,2,4,4,4,3,3,4,4,1,3,4,1,1,1,1,1,0,0,0,0,1,5,5,5,5,5,3,3,4,2,4,5,1,4,3,4,4,3,3,4.16666666666667,3.28571428571429,3.77777777777778,3.4,2.9,1,1.9,6.4
535,1,46,1,7,0,4,1,0,0,3,4,4,4,4,5,4,1,4,4,4,4,4,5,2,1,3,1,4,4,1,4,2,2,4,4,1,4,1,3,4,2,1,5,6,5,5,3,4,2,4,2,3,3,2,2,5,3,4,4,4,4,4,4,1,4,4,4,1,1,1,0,0,0,1,1,0,0,4,3,5,4,5,3,4,1,5,4,4,3,2,3,2,2,3,3,4,3.57142857142857,3.33333333333333,3.7,3.9,1.4,3,4.8
518,1,39,1,7,1,5,3,0,0,4,4,3,4,4,4,2,4,3,3,2,3,2,3,4,2,2,1,4,3,4,3,4,4,2,2,2,3,2,2,2,5,5,4,3,3,2,2,3,4,5,3,3,4,3,3,3,4,3,4,3,3,3,3,3,3,2,3,1,1,0,0,0,1,0,1,0,0,2,4,2,3,2,2,3,4,4,4,3,3,3,4,4,4,3,4,3.83333333333333,2.71428571428571,3.22222222222222,3,2.6,3.3,3.5,2.8
377,1,55,2,4,0,2,5,0,0,4,4,5,5,3,4,3,3,4,1,3,2,2,5,4,1,5,1,5,5,3,3,5,2,2,4,1,4,2,5,4,2,1,5,2,5,6,6,4,4,3,2,2,3,3,2,5,4,4,4,4,4,3,3,3,4,2,4,1,1,1,0,0,1,0,1,0,0,4,4,4,5,5,5,5,4,5,5,5,5,4,4,4,4,4,5,4.16666666666667,2.57142857142857,4.5,3.5,4.2,2.2,3.2,4.8
254,0,33,1,4,0,5,1,0,0,3,5,4,5,5,5,2,1,2,3,3,4,4,3,1,1,1,1,3,3,2,3,1,1,2,3,1,2,1,2,4,1,1,6,5,7,7,6,2,2,2,3,1,5,2,2,2,1,4,4,4,3,4,4,4,4,4,4,0,1,1,0,0,0,0,1,0,1,5,5,5,4,4,4,5,1,1,2,4,3,4,3,5,5,3,1,4.5,2.71428571428571,3.55555555555556,3.9,2.6,1.1,2.2,6.2
369,1,38,1,7,0,5,1,0,0,2,3,3,3,3,4,3,3,2,4,3,3,2,3,4,2,2,2,3,1,2,3,4,3,2,2,4,1,3,2,2,3,2,3,3,4,2,3,4,4,4,2,3,4,2,3,4,3,3,3,4,3,2,2,2,3,3,3,0,1,0,0,0,0,1,0,0,0,3,3,3,3,4,4,2,2,3,3,2,2,2,3,4,4,3,3,3,2.85714285714286,2.94444444444444,2.8,2.1,2.9,3.3,3
231,0,26,0,1,0,4,1,1,60,2,3,3,2,4,3,2,3,2,2,3,2,2,4,3,2,4,2,3,2,4,3,4,4,2,2,4,3,2,3,3,3,3,5,6,6,6,4,3,2,3,3,3,3,3,3,4,2,3,3,3,3,3,3,2,3,2,3,1,1,1,1,1,0,1,0,0,1,3,2,3,4,3,2,2,3,4,3,3,2,2,2,3,3,3,2,2.83333333333333,2.28571428571429,2.72222222222222,2.8,2.9,3.1,2.9,5.4
315,1,31,1,4,1,4,8,1,40,3,3,5,4,5,4,3,4,3,4,4,3,4,5,2,1,5,1,5,5,2,4,1,1,5,5,1,4,1,4,5,1,1,7,5,5,6,7,2,2,2,2,2,3,2,2,3,2,4,4,4,4,4,4,4,4,2,4,1,1,1,1,1,0,0,1,0,1,2,4,5,4,4,4,4,4,5,5,5,4,4,4,4,5,4,4,4,3.57142857142857,4.16666666666667,3.8,4.7,1.2,2.2,6
489,0,27,0,2,0,4,8,1,7,1,3,3,4,4,5,4,4,3,4,4,2,1,3,2,3,1,1,4,1,1,2,3,4,1,3,2,1,3,3,4,2,1,4,5,5,4,1,1,3,3,3,3,2,3,2,3,2,3,4,4,3,3,4,2,2,3,2,0,1,1,0,0,0,0,0,0,0,2,2,2,3,4,3,2,2,3,3,2,3,3,3,4,4,4,5,3.33333333333333,3.14285714285714,3,3,2.3,2.2,2.5,3.8
438,1,35,1,1,0,6,9,1,110,3,5,3,4,4,5,3,3,2,2,4,3,2,3,4,2,2,1,3,3,4,2,1,3,2,3,1,3,3,3,2,4,4,5,5,5,4,6,3,4,5,3,3,5,3,3,4,5,3,3,3,3,2,2,2,3,3,3,1,1,1,1,1,1,0,1,0,0,1,4,3,3,2,4,2,2,3,3,2,3,2,4,3,3,4,4,4,2.71428571428571,2.88888888888889,2.7,2.6,2.7,3.8,5
419,0,44,1,4,1,4,1,1,100,3,4,3,4,3,5,3,3,4,3,4,3,4,3,1,1,4,1,3,3,1,2,1,2,3,3,1,2,1,2,4,1,1,5,4,5,7,7,3,1,1,2,2,1,3,2,2,2,4,4,4,3,4,3,4,4,3,4,1,1,1,0,1,1,0,0,1,0,2,2,5,3,3,2,3,4,5,5,5,3,3,3,4,2,3,4,3.66666666666667,3.42857142857143,3.38888888888889,3.7,2.9,1.1,1.9,5.6
313,1,46,1,7,1,4,8,0,0,4,4,5,5,5,5,4,4,4,4,4,3,4,5,3,1,4,1,5,5,1,4,1,2,5,5,1,5,2,4,5,2,1,2,3,3,2,2,2,3,3,1,3,3,2,2,2,3,4,4,3,4,3,2,2,2,2,3,1,1,1,1,0,0,1,0,0,0,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,5,4.66666666666667,3.85714285714286,4.27777777777778,2.9,4.7,1.5,2.4,2.4
538,1,28,0,3,0,3,7,0,0,5,4,4,5,5,5,4,4,4,4,4,4,4,4,1,1,4,1,5,5,1,5,2,2,4,4,1,4,1,4,4,1,1,7,7,7,7,7,2,2,1,1,2,2,2,1,2,1,4,4,4,4,4,4,4,4,4,1,1,1,1,0,0,0,1,0,0,0,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4.66666666666667,4,4.77777777777778,3.7,4.3,1.2,1.6,7
295,1,37,1,4,0,6,1,0,0,4,5,4,5,4,4,3,3,3,4,3,3,4,5,5,2,1,2,4,4,4,4,2,2,4,4,1,4,2,4,4,1,1,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,4,1,2,1,1,1,0,0,0,0,1,0,0,3,4,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4.33333333333333,3.28571428571429,3.66666666666667,3.4,3.8,2.2,2,6
120,1,74,2,8,0,5,6,0,0,5,3,4,5,4,5,1,3,3,4,4,4,4,5,1,1,5,1,4,4,1,3,1,1,4,4,1,5,1,5,4,1,1,7,7,7,6,7,2,2,1,2,2,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,0,1,0,1,1,1,0,4,4,5,5,4,5,5,4,4,4,4,5,4,5,5,5,5,5,4.33333333333333,3.28571428571429,4.55555555555556,4,4.3,1,1.6,6.8
